ORIGSYSREF,ORDERNUMBER,COUNTRY,BOOKINGDATE,ORDERTYPE,KEYCODE,SALESCHANNEL,SOURCE,MEDIUM,CAMPAIGN,DEVICE,TOPLEVELCATEGORY,ORDERS,REVENUE_NET_LCL,REVENUE_NET_USD,REVENUE_NET_USD_CONS_CURR,FTBS,FTB_REVENUE_NET_LCL,FTB_REVENUE_NET_USD,FTB_REVENUE_NET_USD_CONS_CURR,PRODUCT_REVENUE_LCL,PRODUCT_REVENUE_USD_CONS_CURR,PRODUCTS,QUANTITY,DISCOUNT_LCL,DISCOUNT_USD_CONS_CURR,DISCOUNTED_ORDER,ITEMCOST_LCL,ITEMCOST_USD,ITEMCOST_USD_CONS_CURR,GROSS_MARGIN_LCL,GROSS_MARGIN_USD,RN,CHANNEL_L1,BBSTATUS
ONYC6EP-81M06-4C6,48457006,CZ,11/05/23,CZ_ABC_WEB_EMAIL,4LPC01,WB,email,poc,20230511_cz_4lpc,desktop,email,1,3909,182.7859,175.905,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONDK1WD-72D80-5T6,51895302,DE,21/10/24,DE_MO PHONE TUNIS,,MO,,,,,,1,186.99,200.0793,211.2987,0,0,0,0,166.9910698,188.6999089,1.00002252,99.99458541,0,0,,1329.85888,57.20267187,1502.740534,-1142.94,142.8993,1,MO,INITIAL
ONFU4DN-78A22-6R7,51180950,DE,22/05/24,DE_MO PHONE TUNIS,,MO,,,,,,-1,-99.49,-106.4543,-112.4237,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,MO,UPDATE
ONDB5WU-44R44-3Q1,50204995,US,21/11/23,WEB-EMAIL,2EQA01,WB,email,poc,112123_2er_mse_remail,desktop,web,1,176.73,176.73,176.73,0,0,0,0,84.11149771,84.11149771,0.9985245,71.8902294,0,0,,54.39689489,54.39689489,54.39689489,122.25,122.25,1,Email POC,INITIAL
42250995107,42250995107,US,15/08/19,WB-CATALOG,NPC NA,WB,google,cpc,**shopping - pens in-house*,mobile,web,1,42.49,42.49,42.49,1,42.49,42.49,42.49,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONML5PC-19U56-4J5,54400769,CA,12/08/25,MAIL-PPC-EO,,MO,,,,,,1,138.4,101.3088,99.648,0,0,0,0,79.73043526,57.40591339,1.0028464,50.1449496,0,0,,10.46023186,10.46188928,7.531366942,127.97,90.8788,1,MO,INITIAL
ONVX8DO-05D80-7F3,54249948,US,04/08/25,WB-CATALOG,,WB,google,cpc,shopping-pens,desktop,web,1,108.1,108.1,108.1,0,0,0,0,94.087037,94.087037,1.0008979,100.0926006,24.02222222,24.02222222,54249948,19.11768499,19.11768499,19.11768499,89,89,1,Paid Search - Shopping,INITIAL
ONLL0KO-09Y57-5O8,55727139,DE,11/11/25,DE_ABC_WEB_MAIL,,MO,,,,,,1,152.49,163.1643,172.3137,0,0,0,0,129.9174665,146.8067371,1.00323171,50.16112803,0,0,,52.1676311,52.05241392,58.94942314,100.49,111.1643,1,MO,INITIAL
ONVS2YI-60A69-7U0,52307307,IT,09/12/24,WBIT_ABC WEB ORDER,,WB,(direct),(none),(not set),mobile,web,-1,-133.6,-142.952,-150.968,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Direct,UPDATE
ONWA4LT-91S34-6U4,53086253,US,07/05/25,TM,,TM,,,,,,1,487.33,487.33,487.33,0,0,0,0,355.7408951,355.7408951,1.00048849,150.1015386,0,0,,166.5828053,166.5828053,166.5828053,320.86,320.86,1,TM,INITIAL
ONMA3WK-91B40-2I6,53034166,CA,24/04/25,TMT-PPC TUNIS,,TM,,,,,,1,293.05,214.5126,210.996,0,0,0,0,215.1367057,154.8984281,1.00017965,100.0170859,23.90407851,17.21093653,53034166,21.3936493,21.34150892,15.4034275,271.66,193.1226,1,TM,INITIAL
ONGZ0ZA-94J72-6B0,52460779,AU,20/01/25,WBAU_ABC WEB ORDER,,WB,,,,,web,1,156.99,102.0435,98.9037,1,156.99,102.0435,98.9037,120.9922935,76.22514489,0.99986931,49.99676229,0,0,,13.29915353,13.29566803,8.378466722,143.69,88.7535,1,No-Match,INITIAL
ONOT9ET-36W19-0T7,52603141,DE,15/02/25,DE_ABC_WEB_MAIL,,MO,,,,,,1,99.49,106.4543,112.4237,1,99.49,106.4543,112.4237,79.89348455,90.27963754,1.00494849,50.24752399,0,0,,613.3608752,26.3524607,693.097789,-510.85,80.2143,1,MO,INITIAL
ONLL8OR-99F29-6A5,55705760,IT,12/11/25,IT_TA TUNIS,,TM,,,,,,1,144.7008,154.829856,163.511904,0,0,0,0,129.432371,146.2585792,0.998001418,23.95044231,6.845844741,7.735804557,55705760,33.23128682,33.26344653,37.55135411,111.4008,121.529856,1,TM,INITIAL
5517441692,5517441692,CA,25/06/21,WB-CATALOG-PPC MB,NPC NA,WB,,,,,web,1,69.67,56.4646,50.1624,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
42567053866,42567053866,US,17/03/20,WB-CATALOG,LM4E04,WB,mailing,customer,(not set),mobile,web,1,248.5,248.5,248.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Mailing,INITIAL
ONQL9MF-38U62-0Q3,50241298,FR,28/11/23,FR_MO UPSELL TUNIS,,MO,,,,,,-1,-226.99,-242.8793,-256.4987,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,MO,UPDATE
ONIR8KE-82Y11-6P0,56139132,DE,17/12/25,WBDE_ABC WEB ORDER,,WB,google,cpc,nb-de-de-promotional-items,desktop,web,-1,-207.5,-222.025,-234.475,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Paid Search - NonBrand,UPDATE
ONTA8VV-11E59-0T0,55683629,DE,09/11/25,WBDE_ABC WEB ORDER,,WB,google,cpc,brand-de-de-search-np,desktop,web,1,748.97,801.3979,846.3361,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Paid Search - Brand,INITIAL
ONDP2YP-28N64-2S4,49990536,IE,24/10/23,IE_ABC_WEB_EMAIL,TIEDU8,WB,email,webpush,20231023_ie_5b6c,desktop,web,-1,-167.49,-179.2143,-189.2637,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Email Web Push,UPDATE
ONHB3TQ-98X66-7O6,52798156,ES,28/03/25,ES_WEB INBOUND,,WB,,,,,inbound,-1,-198.49,-212.3843,-224.2937,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Web Inbound,UPDATE
ONUW6EK-98I45-3J0,53881693,US,16/07/25,REDO-NPC TM,,TM,,,,,,-1,-293.3,-293.3,-293.3,0,0,0,0,-248.0836636,-248.0836636,-0.1794996,-89.8040605,-43.77947031,-43.77947031,53881693,-94.57263749,-94.57263749,-94.57263749,-819.85,-819.85,1,TM,UPDATE
ONGP9PK-58E60-0H1,52317282,DE,09/12/24,WBDE_ABC WEB ORDER,,WB,,,,,web,1,179.5,192.065,202.835,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,No-Match,INITIAL
ONPF7MB-85U19-3X7,48995618,US,19/06/23,WEB-EMAIL,1WDA01,WB,email,poc,061223_1wd_mmv_p,desktop,email,1,110.9,110.9,110.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONJH0SW-04N42-1G8,50425022,US,11/01/24,TM,,TM,,,,,,1,417.948,417.948,417.948,0,0,0,0,384.9021097,384.9021097,0.999731616,332.9586921,0,0,,82.16977631,82.16977631,82.16977631,335.768,335.768,1,TM,INITIAL
ONUR3DV-56M33-2Q0,53192764,US,23/05/25,TMT Inbound WB-NPC MB,,WB,,,,,inbound,-1,-411.4,-411.4,-411.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Web Inbound,UPDATE
ONCJ3HX-06C96-9D9,48690213,US,25/05/23,WB-CATALOG,,WB,,,,,web,1,775.9,775.9,775.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONYH2HW-71N51-4Y1,55895671,US,20/11/25,WEB-EMAIL,TUSFMC,WB,email,abandon_cart,us_abandon_cart_01,desktop,web,1,112.67,112.67,112.67,0,0,0,0,61.3203985,61.3203985,0.9971295,149.5619888,0,0,,18.5057985,18.4958272,18.5057985,94.11,94.12,1,Email Triggers,INITIAL
43089489335,43089489335,US,04/06/21,WB-CATALOG,NPC NA,WB,facebook,paid_social,prospecting_broad_2,mobile,web,1,61.84,61.84,61.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Social Media,INITIAL
ONMR9DS-66B39-8L9,52098663,IT,05/11/24,IT_MO UPSELL TUNIS,,MO,,,,,,1,245.99,263.2093,277.9687,1,245.99,263.2093,277.9687,225.9908113,255.3696168,0.99994935,199.9918379,0,0,,1803.046703,77.58169132,2037.442774,-1557.13,185.6893,1,MO,INITIAL
5338478236,5338478236,US,18/03/19,TMT Inbound WB-NPC,NPC NA,WB,,,,,inbound,1,72.49,72.49,72.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONGL2KV-83Z46-2B6,26022924,AT,19/11/20,AT_ABC_WEB_EMAIL,PEED01,WB,,,,,email,1,155.99,185.146,176.2687,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONUV4BU-12D23-7G0,50994930,SE,12/04/24,SE_MO MAIL,,MO,,,,,,1,1315,120.98,135.445,0,0,0,0,737.696327,75.98272168,1.098025,27.46509,0,0,,60.97117165,66.90194,6.28003068,1259.5,60.15,1,MO,INITIAL
ONKN9PQ-01U72-2K9,48317778,US,02/05/23,WEB-EMAIL,TUSUDN,WB,email,poc,050123_1uc_agp,mobile,email,1,169.99,169.99,169.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONMU2TQ-18P45-6J6,51487259,FI,01/08/24,FI_ABC_WEB_EMAIL,TFIMKJ,WB,email,poc,20240730_fi_7x5b_mov_c,mobile,web,-1,-75.49,-80.7743,-85.3037,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Email POC,UPDATE
5533384338,5533384338,US,23/09/21,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,-1,-2798.4,-2798.4,-2798.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
ONAM0CT-91T39-2K5,51941906,DE,14/10/24,DE_ABC_WEB_MAIL,,MO,,,,,,1,169.49,181.3543,191.5237,1,169.49,181.3543,191.5237,139.904468,158.0920488,1.00287233,50.14497242,0,0,,1343.875178,57.7327885,1518.578951,-1170.5,123.7343,1,MO,INITIAL
ONHF2FF-58H92-3Q9,52228744,DE,22/11/24,DE_ABC_WEB_MAIL,,MO,,,,,,1,164.99,176.5393,186.4387,1,164.99,176.5393,186.4387,146.9910908,166.0999326,1.00000439,99.99400439,0,0,,899.3054939,38.57932213,1016.215208,-734.37,137.8593,1,MO,INITIAL
42840277556,42840277556,US,27/11/20,WEB-EMAIL,NPC NA,WB,email,webpush,112620_6vp_blackfridayearlyaccess,mobile,email,1,125.14,125.14,125.14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email Web Push,INITIAL
ONUO9IZ-69U27-4O0,49932647,DK,16/10/23,DK_MO EO UPSELL,,MO,,,,,,1,804,115.776,120.6,0,0,0,0,645.0000032,96.75000049,1.000176,49.999956,0,0,,404.8900021,17.37638105,60.73350032,399.11,98.366,1,MO,INITIAL
11354989,42918746,DE,10/12/21,DE_WEB INBOUND,TDEMOV,WB,,,,,inbound,1,172.99,195.2354,195.4787,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONHH6ZW-76A42-3J2,55701939,ES,10/11/25,ES_ABC_WEB_MAIL,,MO,,,,,,1,721.99,772.5293,815.8487,0,0,0,0,694.9903753,785.3391241,0.99995615,499.9932368,0,0,,293.4959383,293.3212791,331.6504103,428.49,479.0293,1,MO,INITIAL
ONXB3OS-73F97-3W5,52286981,NL,06/12/24,NL_KAM INTERNAL,,TM,,,,,,1,665.11,711.6677,751.5743,0,0,0,0,625.2233999,706.5024418,1.00032544,120.0197646,156.3058508,176.6256114,52286981,441.6730464,472.2894729,499.0905424,223.51,239.1577,1,TM,INITIAL
43825932542,43825932542,US,27/01/22,WB-CATALOG MB,NPC NA,WB,google,cpc,shopping-smart-in-house-pens,desktop,web,1,429.9,429.9,429.9,1,429.9,429.9,429.9,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONCK5XN-32N61-6U9,55478394,FR,28/10/25,FR_TA TUNIS,,TM,,,,,,1,124.49,133.2043,140.6737,0,0,0,0,99.89318488,112.8792989,1.00401185,50.19760474,0,0,,49.90643508,49.78635925,56.39427164,74.78,83.4943,1,TM,INITIAL
43970565290,43970565290,US,29/03/22,WB-CATALOG,NPC NA,WB,google,cpc,brand - np - pure - exact,desktop,web,1,159.05,159.05,159.05,1,159.05,159.05,159.05,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONBO0TC-91R09-8G0,52184183,FR,16/11/24,WBFR_ABC WEB ORDER,,WB,(direct),(none),(not set),desktop,web,1,114.49,122.5043,129.3737,1,114.49,122.5043,129.3737,94.90618439,107.2439884,1.00430628,50.21485604,0,0,,416.4021382,17.7581437,470.5344161,-300.13,104.6743,1,Direct,INITIAL
ONTC3NG-25B12-9V8,53058753,US,28/04/25,WB-CATALOG,,WB,bing,cpc,shopping-pens-rlsa,desktop,web,1,616.98,616.98,616.98,0,0,0,0,426.3861786,426.3861786,1.99963218,509.9833284,0,0,,210.4431786,210.4431786,210.4431786,406.53,406.53,1,Paid Search - Shopping,INITIAL
ONMG0BY-50U05-1X5,57889145,AU,17/03/26,AU_TA TUNIS,,TM,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57889145,0,0,0,-0.21,-0.21,1,TM,INITIAL
ONFA8ZZ-71M82-8E6,41342328,NL,20/09/21,WBNL_ABC WEB ORDER,TNLLNS,WB,google,cpc,brand-nl-nl-search-np-pure-ext,mobile,web,1,134.99,158.3096,152.5387,1,134.99,158.3096,152.5387,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONDL1VY-02G14-2H1,49902512,US,11/10/23,TMT Inbound WB-NPC MB,,WB,,,,,inbound,1,145.64,145.64,145.64,0,0,0,0,99.45416404,99.45416404,0.99748836,129.679458,0,0,,39.76171527,39.76171527,39.76171527,105.78,105.78,1,Web Inbound,INITIAL
41964935611,41964935611,US,18/03/19,WB-CATALOG,NPC NA,WB,,,,,web,1,53.49,53.49,53.49,1,53.49,53.49,53.49,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
43016057859,43016057859,US,27/04/21,WB-CATALOG,NPC NA,WB,google,cpc,shopping-smart-in-house-pens-high-margin,desktop,web,1,186.94,186.94,186.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONMT0OP-34J48-3Z6,56109192,US,17/12/25,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,-1,-292.95,-292.95,-292.95,0,0,0,0,-206.1627364,-206.1627364,-1.32266925,-146.8057406,-15.47410834,-15.47410834,56109192,-124.5533464,-124.5533464,-124.5533464,-481.3,-481.3,1,Direct,UPDATE
ONSO0CO-70I08-1I3,52924575,FR,07/04/25,FR_ABC_WEB_MAIL,,MO,,,,,,1,233.99,250.3693,264.4087,0,0,0,0,213.9908536,241.8096646,1.00007326,99.9956265,0,0,,1358.28195,58.49628325,1534.858604,-1124.35,191.9593,1,MO,INITIAL
ONXS9CN-70N13-5U0,49731102,US,19/09/23,WB-CATALOG,,WB,google,cpc,brand-t1-pure,desktop,web,1,130.44,130.44,130.44,0,0,0,0,84.786,84.786,1.00334448,50.1691806,0,0,,12.77308656,12.77308656,12.77308656,117.71,117.71,1,Paid Search - Brand,INITIAL
ONXE9BO-80G46-4L0,50369499,IT,20/12/23,IT_WEB OUTBOUND,,WB,,,,,inbound,-1,-44.99,-48.1393,-50.8387,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Web Inbound,UPDATE
42942271062,42942271062,US,14/03/21,WB-CATALOG,NPC NA,WB,google,cpc,shopping-smart-in-house-pens-high-margin,desktop,web,1,52.74,52.74,52.74,1,52.74,52.74,52.74,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONMR4YN-89F33-4W6,48010331,DE,27/03/23,WBDE_ABC WEB ORDER,,WB,google,cpc,nb-de-de-writing-pens,mobile,web,1,111.14,119.3659,125.5882,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONUE2XA-69K24-5V3,47368245,DE,29/11/22,WBDE_ABC WEB ORDER,,WB,bing,organic,(not set),desktop,web,1,131.99,137.0835,149.1487,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONPR6ZB-59L68-0X9,58824841,US,07/05/26,TM MB,,TM,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58824841,0,0,0,-0.7,-0.7,1,TM,INITIAL
C17616899TCZPDX3256534,24560288,CZ,29/06/20,CZ_COE-WEB-EMAIL,TCZPDX,WB,,,,,web,1,1444,60.5161,64.98,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONNG3CY-43W09-8U6,54799767,US,04/09/25,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,608.8225,608.8225,608.8225,0,0,0,0,393.225357,393.225357,2.999059635,224.9343432,69.38976965,69.38976965,54799767,199.2619057,199.2619057,199.2619057,409.5025,409.5025,1,Direct,INITIAL
42914244026,42914244026,US,23/02/21,WB-CATALOG,NPC NA,WB,bing,organic,(not set),desktop,web,1,67,67,67,1,67,67,67,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONQX1FY-66C55-8K5,47993272,GB,29/03/23,WBGB_ABC WEB ORDER,,WB,google,cpc,nb-uk-en-writing-pens,desktop,web,0,-181.28,-223.3709,-241.1024,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,UPDATE
ONXC9TZ-33O72-2V7,51703230,GB,11/09/24,GB_ABC_WEB_MAIL,,MO,,,,,,1,96.49,120.6125,128.3317,1,96.49,120.6125,128.3317,79.90578125,106.2746891,1.00513633,50.25517617,0,0,,582.3372518,24.84019383,774.5085448,-482.89,95.6925,1,MO,INITIAL
Z14650579TAULNS2768352,20683647,AU,08/11/18,WBAU_COE WEB ORDER,TAULNS,WB,,,,,web,1,179.25,130.5494,112.9275,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
43377622292,43377622292,US,16/08/21,WEB-EMAIL,1AFA01,WB,email,poc,081621_1af_agx_test,desktop,email,1,105.94,105.94,105.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONHQ6HH-98S19-9Z0,47161825,US,04/11/22,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,592.95,592.95,592.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONDF1UE-82Z07-0A0,49341822,AU,07/08/23,AU_TA TUNIS,,TM,,,,,,1,552.74,359.281,348.2262,0,0,0,0,547.2425861,344.7628293,0.99935392,249.8826992,0,0,,71.74624896,71.83618446,45.20013684,480.96,287.501,1,TM,INITIAL
43714309652,43714309652,US,04/12/21,WEB-EMAIL,NPC NA,WB,email,webpush,112721_blackfridayextended_l,mobile,email,1,730.51,730.51,730.51,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email Web Push,INITIAL
42461053336,42461053336,US,29/12/19,WB-CATALOG,NPC NA,WB,affiliate,1369,affiliate_generic,desktop,web,1,51.24,51.24,51.24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Affiliate,INITIAL
ONQJ0JY-62H14-3I5,54979916,DE,26/09/25,DE_ABC_WEB_MAIL,,MO,,,,,,1,64.49,69.0043,72.8737,1,64.49,69.0043,72.8737,44.84070313,50.66999453,1.00765625,50.3828125,0,0,,13.73435469,13.63084928,15.5198208,50.86,55.3743,1,MO,INITIAL
11345153,42842075,DE,11/01/22,DE_WEB INBOUND,TDELNS,WB,,,,,inbound,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
ONCI5LP-43Q51-9I7,49854653,FR,05/10/23,FR_MO UPSELL TUNIS,,MO,,,,,,1,168.99,180.8193,190.9587,1,168.99,180.8193,190.9587,148.9911826,168.3600364,0.99991383,99.99408684,0,0,,1137.992659,48.89114106,1285.931705,-969.07,131.8793,1,MO,INITIAL
ONZF7ED-75S87-9D4,51504077,US,02/08/24,WB-CATALOG,,WB,criteo,display,us-remarketing-visitor-2,mobile,web,1,121.8,121.8,121.8,1,121.8,121.8,121.8,121.6003284,121.6003284,0.9983946,119.8032108,40.73311475,40.73311475,51504077,23.86081975,23.86081975,23.86081975,97.9,97.9,1,Paid - Display,INITIAL
ONMQ3SR-22U65-1C0,25327580,FR,08/09/20,WBFR_ABC WEB ORDER,TFRVEN,WB,,,,,web,1,694.45,820.7597,784.7285,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONQO1IH-55V64-0Z4,49585751,US,29/08/23,NPC WB RECOVERY TUNIS,,WB,,,,,web,1,395,395,395,0,0,0,0,395,395,1.00014,500.000085,0,0,,205.4,205.4,205.4,189.6,189.6,1,Web Recovery,INITIAL
ONBI9CK-15R82-2X2,52364715,NL,23/12/24,NL_ABC_WEB_EMAIL,TNLVEN-MND-MO6645,WB,email,webpush,20241211_nl_8r5j_x mas flash sale_c,desktop,web,1,116.11,124.2377,131.2043,0,0,0,0,67.18364832,75.9175226,1.00098431,12.01134728,0,0,,52.68991684,56.43798053,59.53960603,63.47,67.9077,1,Email Web Push,INITIAL
10702475,25579191,IT,08/10/20,IT_WEB INBOUND,TITLHV,WB,,,,,inbound,1,97,114.1299,109.61,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONMW4FM-46E57-3V7,49877895,SE,24/10/23,WBSE_ABC WEB ORDER,,WB,bing,organic,(not set),desktop,web,-1,-2169,-199.548,-223.407,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Organic Search,UPDATE
11376402,43192376,JP,23/01/22,JP_WEB INBOUND,TJPMOI,WB,,,,,inbound,0,-16950,-148.5864,-116.955,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
43275100036,43275100036,US,21/07/21,WB-CATALOG MB,NPC NA,WB,bing,cpc,nb - competitor - exact,desktop,web,1,97.99,97.99,97.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONSI2AZ-78E43-2R1,50413193,US,04/01/24,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,314.775,314.775,314.775,0,0,0,0,252.6993712,252.6993712,0.999410625,249.8214935,0,0,,43.46892917,43.46892917,43.46892917,271.275,271.275,1,Direct,INITIAL
41752090812,41752090812,US,15/11/18,WB-CATALOG,NPC NA,WB,,,,,web,1,567.95,567.95,567.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONWH1RV-75Q41-8L4,47644902,US,27/01/23,WEB-EMAIL,1RFA01,WB,email,poc,012723_1rf_laj_remail,mobile,email,1,93.44,93.44,93.44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONXJ0RO-25O14-5R8,51824886,US,30/09/24,REDO-NPC WEB,,WB,,,,,inbound,-1,-147.54,-147.54,-147.54,0,0,0,0,0,0,0,0,0,0,,0,0,0,-151.62,-151.62,1,Web Inbound,UPDATE
ONQL4UT-66E24-6U1,49409993,US,07/08/23,TM MB,,TM,,,,,,1,366.9,366.9,366.9,0,0,0,0,294.9196171,294.9196171,0.9998025,499.8638262,0,0,,120.8870522,120.8870522,120.8870522,245.98,245.98,1,TM,INITIAL
ONGO7AO-17M27-6J0,51571056,DE,15/08/24,DE_ABC_WEB_MAIL,,MO,,,,,,1,268.99,287.8193,303.9587,0,0,0,0,243.9909302,275.7097511,0.99983583,99.99622553,0,0,,2201.378161,94.6006087,2487.557322,-1932.47,193.1593,1,MO,INITIAL
42773787932,42773787932,US,21/09/20,WB-CATALOG,NPC NA,WB,google,cpc,**shopping - non-pens in-house*,desktop,web,1,312.4,312.4,312.4,1,312.4,312.4,312.4,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONOD9AF-07A66-3N8,50597118,US,11/02/24,PCT - WEB,,MO,,,,,,1,110.94,110.94,110.94,0,0,0,0,68.96270252,68.96270252,0.99945846,99.94595694,0,0,,31.3230592,31.3230592,31.3230592,79.6,79.6,1,MO,INITIAL
ONWY9YU-02K04-1Z3,52280829,US,02/12/24,TMT TUNIS,,TM,,,,,,1,154.795,154.795,154.795,0,0,0,0,112.7007474,112.7007474,0.99873734,149.8016229,80.54333386,80.54333386,52280829,33.48565377,33.4756664,33.48565377,121.265,121.275,1,TM,INITIAL
Z14626749TITABB2625870,20091456,IT,21/08/18,WBIT_COE WEB ORDER,TITABB,WB,,,,,web,-1,-148.5,-168.2554,-167.805,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,UPDATE
ONTE7HT-55B31-4P0,56910003,US,22/01/26,REDO-NPC WEB,,WB,,,,,inbound,1,221.63,221.63,221.63,0,0,0,0,118.8016675,118.8016675,0.99844315,99.8332335,0,0,,29.44085048,29.44085048,29.44085048,192.14,192.14,1,Web Inbound,INITIAL
Z14650259TCZLPG2766444,20676581,CZ,08/11/18,WBCZ_WEB ORDER,TCZLPG,WB,,,,,web,1,8364,370.4701,376.38,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
Z14691000TDEVEN3020422,21564476,DE,29/03/19,VEWB_DE VENDOR ORDER,TDEVEN,WB,,,,,web,1,332.75,373.8606,376.0075,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONUO9BE-80M47-8B1,57042803,US,29/01/26,WB-CATALOG,,WB,email,transactional,en-us_txn_orderreceived,desktop,web,1,281.61,281.61,281.61,0,0,0,0,204.7164881,204.7164881,0.99858906,249.6543053,0,0,,52.92670145,52.92670145,52.92670145,228.61,228.61,1,Email Triggers,INITIAL
5324062124,5324062124,US,24/01/19,TMT Inbound WB-NPC,NPC NA,WB,,,,,inbound,1,220.99,220.99,220.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONNN3FS-42P64-5E5,50146740,US,13/11/23,PCT - WEB,,MO,,,,,,1,196.94,196.94,196.94,0,0,0,0,98.96984751,98.96984751,0.99966744,99.96950116,0,0,,27.76154272,27.76154272,27.76154272,169.17,169.17,1,MO,INITIAL
5465178318,5465178318,US,23/10/20,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,-1,-922.9,-922.9,-922.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
ONIL3VA-38K17-8U6,49481536,DE,14/08/23,DE_TA TUNIS,,TM,,,,,,1,381.99,408.7293,431.6487,0,0,0,0,356.990653,403.3994379,1.00004982,299.9920266,0,0,,2207.462212,94.85717658,2494.4323,-1825.53,313.8093,1,TM,INITIAL
